Post_ID,Hashtag,Region,Views,Likes,Shares,Comments,Engagement_Level,Platform_TikTok,Platform_Twitter,Platform_YouTube,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Engagement_Label
Post_1363,#Comedy,Canada,1009899,476137,3228,47964,Low,True,False,False,False,False,False,False,True,1
Post_1364,#Fashion,USA,3120029,151582,8928,27509,Medium,False,False,True,False,False,True,False,False,0
Post_1365,#Gaming,Australia,2364689,57101,14115,11231,High,True,False,False,False,False,False,True,False,0
Post_1366,#Gaming,Canada,853053,422491,51824,41589,Low,False,False,True,False,False,False,False,True,1
Post_1367,#Dance,Germany,318179,247637,74541,9632,Low,True,False,False,True,False,False,False,False,0
Post_1368,#Fashion,UK,2205622,171076,81828,23677,Medium,False,True,False,False,False,False,True,False,0
Post_1369,#Viral,Canada,963137,158489,94198,2651,Low,True,False,False,True,False,False,False,False,0
Post_1370,#Tech,Canada,4356359,427373,98628,27675,Low,False,True,False,False,False,False,False,True,1
Post_1371,#Challenge,Australia,1180989,109429,18098,33218,Medium,False,False,False,False,False,False,True,False,0
Post_1372,#Challenge,Brazil,3465465,146955,2010,4596,High,False,False,True,False,True,False,False,False,0
Post_1373,#Comedy,India,2744810,30544,94790,20833,Medium,False,False,False,False,True,False,False,False,0
Post_1374,#Fitness,UK,4517381,232135,69688,1995,Low,False,True,False,False,False,False,False,True,0
Post_1375,#Fitness,Canada,4496073,124732,19857,2918,Medium,False,True,False,False,False,False,False,True,0
Post_1376,#Fashion,Germany,323411,56058,33031,39409,High,False,False,False,False,False,False,False,False,0
Post_1377,#Education,Germany,1690683,485592,49331,19554,High,False,False,True,False,True,False,False,False,1
Post_1378,#Music,Canada,4125312,360231,50867,10401,Medium,True,False,False,False,True,False,False,False,1
Post_1379,#Education,India,3262393,454181,90442,5100,Low,False,False,False,False,True,False,False,False,1
Post_1380,#Fitness,Brazil,1323089,321120,43717,31601,High,True,False,False,False,False,True,False,False,1
Post_1381,#Fitness,Germany,4993673,462012,14851,39245,Low,False,False,True,False,True,False,False,False,1
Post_1382,#Gaming,USA,1871397,491635,26412,40281,High,False,False,True,False,False,True,False,False,1
Post_1383,#Music,Germany,1091382,169871,69296,28132,Medium,False,True,False,False,False,False,False,False,0
Post_1384,#Gaming,Brazil,3717231,417599,10888,30642,Low,False,False,False,False,False,False,True,False,1
Post_1385,#Challenge,UK,3351844,109560,72783,24165,High,False,True,False,False,False,True,False,False,0
Post_1386,#Education,USA,1088400,219478,50960,9544,Low,False,False,True,True,False,False,False,False,0
Post_1387,#Music,UK,1068851,486900,57469,18804,Low,True,False,False,False,False,False,True,False,1
Post_1388,#Tech,Brazil,4256215,226028,42182,44655,Low,False,False,True,False,False,True,False,False,0
Post_1389,#Education,Canada,2875825,267989,33779,31998,High,False,True,False,True,False,False,False,False,1
Post_1390,#Tech,Germany,1064061,290505,80733,47868,Low,False,False,True,False,False,False,True,False,1
Post_1391,#Fitness,Canada,3806689,20540,47457,9403,High,True,False,False,False,True,False,False,False,0
Post_1392,#Gaming,Japan,4581334,82540,38617,2955,High,False,True,False,True,False,False,False,False,0
Post_1393,#Challenge,India,1122575,36002,75771,49277,Medium,True,False,False,False,False,True,False,False,0
Post_1394,#Gaming,UK,3589440,232704,14507,29927,High,True,False,False,False,False,False,False,True,0
Post_1395,#Viral,Canada,3436501,353078,6086,47414,Medium,False,True,False,True,False,False,False,False,1
Post_1396,#Education,Australia,4946463,445158,72002,36183,Low,False,False,True,False,False,False,False,False,1
Post_1397,#Challenge,USA,1687923,409229,27714,13106,Medium,False,True,False,False,True,False,False,False,1
Post_1398,#Dance,Brazil,924656,154970,2083,31448,High,True,False,False,False,False,False,False,False,0
Post_1399,#Gaming,USA,3630952,413617,89862,4384,Medium,False,False,True,False,False,True,False,False,1
Post_1400,#Comedy,Australia,23823,40878,92816,32364,Medium,False,False,False,False,False,False,False,False,0
Post_1401,#Tech,Germany,3270361,115776,61334,8923,Low,False,True,False,False,False,False,False,True,0
Post_1402,#Fitness,UK,534126,87051,54840,1455,Medium,True,False,False,False,False,False,False,True,0
Post_1403,#Comedy,Germany,4126231,268495,57440,8547,Medium,True,False,False,False,False,False,False,True,1
Post_1404,#Tech,India,4883178,104079,97157,25266,Medium,False,False,True,False,False,False,True,False,0
Post_1405,#Music,UK,1749951,204875,35997,12109,Low,False,False,False,True,False,False,False,False,0
Post_1406,#Comedy,Japan,215435,384718,41860,11247,Medium,True,False,False,False,False,False,False,True,1
Post_1407,#Dance,Japan,1166376,489633,74135,5827,Low,True,False,False,False,False,False,False,False,1
Post_1408,#Gaming,UK,4096709,436110,99307,43672,Medium,False,False,False,True,False,False,False,False,1
Post_1409,#Gaming,Brazil,4482940,45442,17114,47200,High,True,False,False,False,True,False,False,False,0
Post_1410,#Fashion,UK,183630,124969,28636,6719,Low,False,False,False,False,False,False,True,False,0
Post_1411,#Fitness,Canada,1270114,443977,12624,5006,Medium,False,False,False,False,False,True,False,False,1
Post_1412,#Viral,Australia,3869946,95722,26834,29707,Low,False,False,True,True,False,False,False,False,0
Post_1413,#Gaming,India,4596667,27747,18462,49929,Medium,False,False,True,False,False,False,False,False,0
Post_1414,#Dance,USA,1253544,142240,4875,24089,Medium,False,False,False,False,False,False,True,False,0
Post_1415,#Music,Japan,1581916,469936,5231,20186,Low,False,False,False,False,False,False,False,True,1
Post_1416,#Challenge,USA,2572752,354527,52194,10554,Low,False,False,True,False,False,False,True,False,1
Post_1417,#Fitness,USA,1760362,304604,96372,32740,High,False,False,False,False,False,False,False,False,1
Post_1418,#Education,Australia,2065185,429022,80506,34002,Medium,False,False,False,False,False,False,False,True,1
Post_1419,#Dance,Brazil,2321786,187199,28150,34043,High,False,True,False,False,False,True,False,False,0
Post_1420,#Viral,India,1834220,276597,79599,22457,Low,False,False,False,True,False,False,False,False,1
Post_1421,#Fitness,India,3627837,118275,97590,15628,Medium,False,False,True,False,False,False,False,True,0
Post_1422,#Dance,Brazil,1869418,422698,91378,14943,High,False,True,False,True,False,False,False,False,1
Post_1423,#Dance,USA,3319990,492053,70509,850,Medium,False,False,True,True,False,False,False,False,1
Post_1424,#Music,Germany,1401937,135014,42756,42886,High,False,False,False,False,False,False,True,False,0
Post_1425,#Tech,Brazil,3069341,152047,18783,29122,High,False,True,False,False,False,True,False,False,0
Post_1426,#Education,UK,4571329,49155,98931,27535,Low,False,False,True,False,True,False,False,False,0
Post_1427,#Viral,UK,3533891,362421,44888,6152,Low,False,True,False,False,False,False,False,False,1
Post_1428,#Education,Brazil,2967157,412876,73893,17235,Low,True,False,False,False,True,False,False,False,1
Post_1429,#Fashion,Germany,2307580,242509,24840,36605,Medium,False,True,False,True,False,False,False,False,0
Post_1430,#Viral,UK,538315,258979,34138,31038,Medium,False,False,False,False,False,False,False,False,1
Post_1431,#Tech,Japan,2864531,281538,66575,25027,High,False,False,True,False,True,False,False,False,1
Post_1432,#Gaming,Brazil,4812846,282674,48887,13168,Medium,False,False,True,False,False,False,True,False,1
Post_1433,#Comedy,UK,4988430,387248,73957,36470,Medium,False,True,False,True,False,False,False,False,1
Post_1434,#Tech,UK,320458,417326,92430,12583,Low,True,False,False,True,False,False,False,False,1
Post_1435,#Music,India,494177,74495,51341,20363,Medium,True,False,False,False,False,False,False,False,0
Post_1436,#Gaming,Australia,2263835,253167,92950,2373,High,True,False,False,False,True,False,False,False,1
Post_1437,#Music,Japan,2243545,436598,7615,11674,Medium,False,False,False,False,False,False,False,False,1
Post_1438,#Education,Canada,1786017,418903,61845,42763,Medium,False,False,False,False,True,False,False,False,1
Post_1439,#Challenge,Australia,2793453,52138,49038,10863,Medium,True,False,False,False,False,False,False,True,0
Post_1440,#Viral,USA,4561911,61464,87896,29370,Low,False,True,False,False,False,False,True,False,0
Post_1441,#Gaming,Brazil,4608473,304395,4335,6543,High,False,False,True,True,False,False,False,False,1
Post_1442,#Fitness,Canada,2090020,106952,66241,31466,Low,True,False,False,False,False,False,True,False,0
Post_1443,#Challenge,Japan,2954922,83459,90758,11510,Medium,True,False,False,True,False,False,False,False,0
Post_1444,#Comedy,Germany,2972779,83040,51880,28713,High,True,False,False,False,True,False,False,False,0
Post_1445,#Challenge,USA,1149619,297330,86236,24425,Low,False,False,True,False,False,False,True,False,1
Post_1446,#Fitness,India,3654157,446765,960,10338,Low,True,False,False,False,False,False,False,False,1
Post_1447,#Dance,USA,237146,366143,43936,27510,Medium,False,True,False,False,False,False,False,True,1
Post_1448,#Challenge,Brazil,4822497,93252,89723,22110,Low,False,True,False,False,False,False,False,True,0
Post_1449,#Comedy,Japan,4059730,479772,15896,35015,Medium,False,False,False,True,False,False,False,False,1
Post_1450,#Education,Japan,1704415,111106,36968,11611,High,False,False,True,True,False,False,False,False,0
Post_1451,#Gaming,UK,1245862,162049,83886,27223,Low,True,False,False,False,False,True,False,False,0
Post_1452,#Gaming,Australia,536923,464158,44277,47080,Low,False,True,False,False,False,False,False,True,1
Post_1453,#Tech,Brazil,540051,496755,33448,20685,Medium,False,False,True,True,False,False,False,False,1
Post_1454,#Tech,Germany,2550618,270046,39624,31764,High,False,False,True,True,False,False,False,False,1
Post_1455,#Challenge,Germany,3262707,322516,95255,21585,High,False,False,False,False,False,False,False,True,1
Post_1456,#Music,Canada,3707557,238257,87810,32469,Medium,False,False,False,True,False,False,False,False,0
Post_1457,#Fitness,Canada,3789717,314746,69878,17368,Medium,False,False,True,True,False,False,False,False,1
Post_1458,#Fitness,USA,1980686,27994,52403,25446,Medium,False,False,True,False,False,False,False,True,0
Post_1459,#Fashion,UK,2133430,479806,15065,12873,High,True,False,False,False,False,False,False,False,1
Post_1460,#Gaming,Japan,3067711,211685,55025,91,High,True,False,False,False,False,False,False,True,0
Post_1461,#Tech,India,2412395,496981,33360,46462,High,True,False,False,False,False,False,False,False,1
Post_1462,#Dance,UK,712815,321009,10779,9754,Low,False,False,False,False,False,False,False,True,1
Post_1463,#Education,UK,1582056,494486,84288,37093,Medium,False,True,False,False,False,False,True,False,1
Post_1464,#Education,Japan,322957,396843,98493,11487,Low,False,False,False,False,False,False,True,False,1
Post_1465,#Fitness,India,4995243,198754,50261,36892,Medium,False,False,True,False,False,True,False,False,0
Post_1466,#Fashion,Japan,3678890,73518,35146,5294,Medium,True,False,False,False,False,True,False,False,0
Post_1467,#Fitness,Canada,2249841,97823,18276,5221,High,False,False,False,False,False,True,False,False,0
Post_1468,#Dance,Australia,1684281,409446,92094,7598,High,False,False,False,False,False,True,False,False,1
Post_1469,#Music,UK,1873057,21326,82659,29430,High,True,False,False,False,True,False,False,False,0
Post_1470,#Gaming,Australia,4400045,264695,92687,40287,Low,False,False,True,True,False,False,False,False,1
Post_1471,#Tech,Germany,4295904,96005,37813,34742,High,False,True,False,False,False,False,False,True,0
Post_1472,#Education,India,1325071,32968,51401,6451,High,True,False,False,False,False,False,False,False,0
Post_1473,#Challenge,Brazil,655188,203395,52047,33016,High,False,False,True,False,False,False,True,False,0
Post_1474,#Education,India,3918763,377071,94228,18967,Low,False,True,False,False,True,False,False,False,1
Post_1475,#Challenge,Germany,990310,94516,53191,6975,Medium,False,False,False,True,False,False,False,False,0
Post_1476,#Challenge,India,239932,144696,32439,22126,Low,False,True,False,False,False,False,False,False,0
Post_1477,#Viral,India,1093638,160508,65534,14746,High,True,False,False,False,True,False,False,False,0
Post_1478,#Viral,India,4459322,130429,41640,43576,High,False,False,False,False,False,True,False,False,0
Post_1479,#Comedy,Brazil,4856239,463589,77615,15106,Medium,False,False,False,True,False,False,False,False,1
Post_1480,#Dance,Brazil,180256,229751,7248,44829,Low,False,True,False,True,False,False,False,False,0
Post_1481,#Fitness,Brazil,3716784,8333,58793,1796,Low,True,False,False,False,False,False,True,False,0
Post_1482,#Tech,UK,2121741,241186,76623,19400,Medium,False,True,False,True,False,False,False,False,0
Post_1483,#Comedy,India,1491502,426504,12495,12223,Low,False,True,False,True,False,False,False,False,1
Post_1484,#Music,USA,863776,360210,45845,199,Medium,True,False,False,True,False,False,False,False,1
Post_1485,#Comedy,Germany,671118,362241,15395,711,High,False,False,False,True,False,False,False,False,1
Post_1486,#Fashion,India,1732622,439661,38668,776,High,False,True,False,False,True,False,False,False,1
Post_1487,#Fitness,Australia,3944670,372509,62062,992,Low,False,False,True,True,False,False,False,False,1
Post_1488,#Fitness,India,4833726,226063,96093,28087,Medium,False,True,False,False,False,False,True,False,0
Post_1489,#Music,India,1026032,380810,37630,25608,Medium,False,False,True,True,False,False,False,False,1
Post_1490,#Dance,Brazil,4106517,307295,68183,5092,High,False,False,True,False,False,True,False,False,1
Post_1491,#Tech,Canada,2479066,402001,44542,16506,High,False,False,True,True,False,False,False,False,1
Post_1492,#Challenge,USA,4289404,303500,69530,26484,High,False,True,False,True,False,False,False,False,1
Post_1493,#Comedy,Germany,4751448,53228,671,10009,High,False,False,False,False,False,False,True,False,0
Post_1494,#Gaming,USA,3416751,64162,48379,32333,High,False,False,True,False,False,False,True,False,0
Post_1495,#Challenge,Australia,4727831,399257,28383,10368,Low,False,False,False,False,False,False,False,False,1
Post_1496,#Fitness,Brazil,3130764,471908,48103,21747,Medium,False,True,False,True,False,False,False,False,1
Post_1497,#Challenge,Germany,735519,381334,90166,35476,Medium,False,False,False,True,False,False,False,False,1
Post_1498,#Dance,Brazil,515113,69782,39001,16271,Low,True,False,False,True,False,False,False,False,0
Post_1499,#Music,Germany,4632593,82688,35928,8999,Medium,True,False,False,False,False,True,False,False,0
Post_1500,#Education,USA,1763821,229796,94518,13069,Medium,False,False,True,False,False,True,False,False,0
Post_1501,#Tech,USA,2579953,129665,13366,22743,Low,False,False,True,False,False,False,True,False,0
Post_1502,#Comedy,Canada,3239663,288436,94297,5399,High,False,False,False,False,False,False,False,True,1
Post_1503,#Education,Brazil,2768113,444617,75286,49358,Low,True,False,False,False,False,False,False,False,1
Post_1504,#Gaming,USA,829927,186967,80175,49580,High,False,True,False,False,False,True,False,False,0
Post_1505,#Gaming,USA,4631785,399114,43028,19189,High,False,False,False,False,True,False,False,False,1
Post_1506,#Education,Canada,3923269,38803,3269,25920,High,False,False,False,False,False,False,True,False,0
Post_1507,#Comedy,Germany,1684045,237632,16203,33795,Low,False,False,False,False,False,False,True,False,0
Post_1508,#Fitness,Brazil,4473700,15777,85487,15204,High,True,False,False,True,False,False,False,False,0
Post_1509,#Fitness,UK,3822229,385332,48139,6985,Low,False,False,True,False,False,False,False,False,1
Post_1510,#Fitness,Australia,4253475,394052,7337,4553,High,False,True,False,False,False,False,True,False,1
Post_1511,#Fashion,Japan,2829354,130736,42112,46374,Medium,False,False,True,False,False,False,True,False,0
Post_1512,#Music,Japan,4577129,120208,84673,8875,High,False,True,False,False,False,False,True,False,0
Post_1513,#Comedy,UK,1194963,103244,46147,35429,High,False,False,True,False,False,False,False,True,0
Post_1514,#Gaming,Canada,18259,325660,50504,27761,Low,False,False,False,True,False,False,False,False,1
Post_1515,#Education,Brazil,4558750,161524,66774,20755,High,False,True,False,True,False,False,False,False,0
Post_1516,#Tech,USA,2624457,270811,8063,43610,Medium,False,False,True,False,False,False,False,False,1
Post_1517,#Gaming,UK,3810909,73215,60036,6135,High,False,False,True,False,False,False,False,True,0
Post_1518,#Tech,Brazil,2804201,214403,58405,45421,High,False,False,False,False,False,True,False,False,0
Post_1519,#Dance,Japan,296962,420882,50231,20919,Low,True,False,False,False,False,False,True,False,1
Post_1520,#Challenge,Canada,3678271,388515,29923,39653,Medium,True,False,False,False,True,False,False,False,1
Post_1521,#Gaming,India,3433826,11737,47228,22379,Medium,False,False,False,False,False,True,False,False,0
Post_1522,#Challenge,USA,807398,175697,86610,31176,Low,False,False,False,False,False,False,False,False,0
Post_1523,#Viral,UK,344152,155459,92731,12480,Low,True,False,False,False,False,False,True,False,0
Post_1524,#Fitness,Brazil,1595568,145000,70495,40154,Low,False,True,False,True,False,False,False,False,0
Post_1525,#Fitness,India,2632783,220230,80297,29046,Medium,False,False,True,False,True,False,False,False,0
Post_1526,#Dance,Germany,2252242,248785,7800,26183,Low,True,False,False,True,False,False,False,False,0
Post_1527,#Gaming,India,2532021,335223,14017,24606,Low,False,True,False,True,False,False,False,False,1
Post_1528,#Challenge,UK,4138006,417828,36755,20440,High,False,False,True,False,False,False,False,True,1
Post_1529,#Tech,India,4854421,486650,86108,46638,Medium,False,False,False,False,False,True,False,False,1
Post_1530,#Viral,Brazil,4066022,295418,61929,8393,Low,False,True,False,False,False,False,False,True,1
Post_1531,#Music,Brazil,2007848,280952,42850,13703,High,False,False,True,False,False,False,False,False,1
Post_1532,#Fitness,Brazil,4321729,395257,25222,9123,High,True,False,False,False,False,False,False,False,1
Post_1533,#Dance,USA,111610,3213,71922,12065,Low,False,False,True,False,False,False,False,False,0
Post_1534,#Gaming,Germany,2048086,191738,99853,42598,Low,False,False,False,False,False,False,False,True,0
Post_1535,#Fitness,Japan,103478,456488,26980,47979,Low,False,True,False,True,False,False,False,False,1
Post_1536,#Music,USA,4894673,140903,8150,24491,Medium,False,True,False,True,False,False,False,False,0
Post_1537,#Gaming,USA,991012,355863,94626,26180,High,False,False,False,False,True,False,False,False,1
Post_1538,#Challenge,Canada,20509,237516,66323,41897,Medium,False,False,True,False,False,False,False,True,0
Post_1539,#Tech,Australia,1469953,306082,51502,1668,High,False,False,True,True,False,False,False,False,1
Post_1540,#Fitness,USA,1913736,54523,2152,11464,High,False,False,False,False,True,False,False,False,0
Post_1541,#Comedy,Japan,4323,301571,81786,30318,Low,False,False,False,False,False,False,False,False,1
Post_1542,#Fitness,Canada,2911881,44708,57294,21899,Low,False,False,True,False,True,False,False,False,0
Post_1543,#Comedy,Canada,2206955,316622,64570,9555,Medium,False,False,True,False,True,False,False,False,1
Post_1544,#Challenge,Australia,4574924,197709,97880,18735,Medium,False,False,True,False,False,False,False,False,0
Post_1545,#Gaming,USA,4910553,499704,34160,9319,Low,False,False,True,False,False,True,False,False,1
Post_1546,#Tech,UK,3101726,490,80829,593,High,False,False,True,False,True,False,False,False,0
Post_1547,#Comedy,USA,1664101,117775,50763,42936,High,False,False,False,False,False,True,False,False,0
Post_1548,#Education,Brazil,2417241,419969,78050,42955,Low,True,False,False,False,False,False,True,False,1
Post_1549,#Viral,Japan,2758290,30695,65435,16736,Low,True,False,False,True,False,False,False,False,0
Post_1550,#Gaming,Brazil,271748,215421,41229,16581,Low,False,True,False,True,False,False,False,False,0
Post_1551,#Viral,India,1151377,488602,78927,10780,High,False,False,True,False,False,True,False,False,1
Post_1552,#Tech,Germany,1188499,97329,81880,35799,Low,False,True,False,False,False,False,False,True,0
Post_1553,#Fitness,Japan,1797416,432818,87238,33875,Low,False,False,True,False,False,False,False,False,1
Post_1554,#Gaming,India,4334449,298421,27429,47285,Medium,False,False,True,False,False,False,False,True,1
Post_1555,#Viral,Brazil,4938299,139325,25425,21859,Medium,False,False,True,False,True,False,False,False,0
Post_1556,#Fashion,Germany,4629556,8738,79929,19204,Low,False,False,True,False,False,False,True,False,0
Post_1557,#Viral,Japan,4774320,416290,52552,21456,High,False,True,False,True,False,False,False,False,1
Post_1558,#Gaming,Japan,2497597,321619,36084,47880,Low,True,False,False,False,False,False,False,True,1
Post_1559,#Comedy,Brazil,1882126,475800,43114,27910,Low,False,False,True,False,False,True,False,False,1
Post_1560,#Comedy,Brazil,1194460,216370,38625,17650,Medium,False,False,True,False,True,False,False,False,0
Post_1561,#Comedy,UK,1622856,192496,43325,17806,Low,False,True,False,False,False,False,True,False,0
Post_1562,#Gaming,India,1301521,96995,8034,37607,Medium,False,True,False,False,False,False,True,False,0
Post_1563,#Dance,Australia,4530295,353065,91917,19537,High,False,False,True,False,True,False,False,False,1
Post_1564,#Tech,UK,3642505,472553,83616,25351,Low,False,False,False,False,True,False,False,False,1
Post_1565,#Dance,UK,110017,447835,93230,15675,High,False,False,True,False,False,True,False,False,1
Post_1566,#Education,USA,558319,94611,39828,27525,Low,False,False,True,False,True,False,False,False,0
Post_1567,#Challenge,Australia,797275,354616,31544,29280,High,False,False,False,False,True,False,False,False,1
Post_1568,#Tech,Canada,1146819,153532,13633,27160,Medium,False,False,False,False,True,False,False,False,0
Post_1569,#Gaming,Canada,3317315,70605,61789,43169,Low,True,False,False,False,True,False,False,False,0
Post_1570,#Dance,Australia,243941,453454,4373,23761,Medium,True,False,False,False,False,False,False,False,1
Post_1571,#Tech,Canada,2514764,100963,79384,29464,Medium,False,False,True,True,False,False,False,False,0
Post_1572,#Fitness,India,4956932,128560,68871,43838,Medium,False,False,False,False,True,False,False,False,0
Post_1573,#Tech,India,2131247,184490,46526,35734,High,False,True,False,False,False,False,True,False,0
Post_1574,#Viral,UK,1131722,340105,73373,11857,Medium,False,False,False,False,False,False,False,True,1
Post_1575,#Tech,USA,2833025,156803,67252,2601,Low,False,False,True,False,True,False,False,False,0
Post_1576,#Fashion,Australia,3587576,363800,86707,9705,High,True,False,False,False,False,False,False,True,1
Post_1577,#Gaming,USA,1942883,174956,57853,15443,Low,False,True,False,True,False,False,False,False,0
Post_1578,#Dance,India,295323,249791,34311,31083,High,False,True,False,True,False,False,False,False,1
Post_1579,#Fitness,India,57621,424733,91384,26655,Low,False,True,False,True,False,False,False,False,1
Post_1580,#Challenge,UK,720247,6093,2414,30680,Medium,False,True,False,False,False,False,False,True,0
Post_1581,#Dance,Japan,841094,337567,10161,19041,High,False,False,True,False,False,False,False,True,1
Post_1582,#Comedy,UK,2851192,57367,19782,37567,Low,False,False,False,False,False,False,True,False,0
Post_1583,#Challenge,Germany,416547,247208,58688,23164,Low,False,False,True,False,True,False,False,False,0
Post_1584,#Education,Japan,238276,86411,87917,20519,Low,False,False,True,True,False,False,False,False,0
Post_1585,#Fitness,USA,3675226,477204,2549,30839,High,False,True,False,False,True,False,False,False,1
Post_1586,#Challenge,India,543860,495293,51511,22273,High,True,False,False,False,False,False,True,False,1
Post_1587,#Education,Japan,4025654,427509,7469,31997,Low,False,False,True,False,False,False,False,False,1
Post_1588,#Viral,Japan,3830274,264013,37812,25236,Low,False,False,False,False,False,False,False,False,1
Post_1589,#Fitness,Japan,4277170,471076,43675,21460,Medium,False,False,False,True,False,False,False,False,1
Post_1590,#Music,Australia,1586403,28598,85817,46074,Medium,False,False,False,False,True,False,False,False,0
Post_1591,#Dance,Australia,914452,339941,5979,34553,High,True,False,False,False,False,True,False,False,1
Post_1592,#Challenge,Japan,1124083,331967,1699,22789,Low,False,True,False,False,True,False,False,False,1
Post_1593,#Challenge,USA,2656928,243831,52757,9603,Low,False,False,True,False,False,True,False,False,0
Post_1594,#Comedy,India,4174343,92667,67770,33150,High,True,False,False,False,True,False,False,False,0
Post_1595,#Music,UK,2150898,109954,6366,25896,Low,False,False,False,True,False,False,False,False,0
Post_1596,#Dance,Japan,4242231,207880,83865,28311,Medium,False,False,True,True,False,False,False,False,0
Post_1597,#Comedy,Japan,1418648,351250,22389,24313,Medium,True,False,False,False,False,False,True,False,1
Post_1598,#Dance,Germany,3545754,223054,61984,32043,Medium,True,False,False,False,False,True,False,False,0
Post_1599,#Tech,Germany,2651800,219881,16104,23971,High,False,True,False,False,False,False,False,False,0
Post_1600,#Music,Germany,3985221,262934,82583,19181,Medium,False,False,False,False,False,True,False,False,1
Post_1601,#Education,UK,4070028,212737,50214,25262,Low,True,False,False,False,False,False,True,False,0
Post_1602,#Fitness,Japan,2703326,239560,14191,44747,Low,False,False,True,False,True,False,False,False,0
Post_1603,#Tech,Canada,2695917,354316,26738,3079,High,False,False,True,False,False,False,False,False,1
Post_1604,#Fashion,Germany,3185499,55001,79409,32643,High,True,False,False,False,False,True,False,False,0
Post_1605,#Fitness,Australia,2316764,98083,89325,34220,Low,False,False,False,False,False,False,True,False,0
Post_1606,#Fitness,Australia,2463746,310242,10086,38862,High,False,False,False,False,False,False,False,True,1
Post_1607,#Fitness,Brazil,979236,445534,44401,41269,High,False,False,True,False,False,False,True,False,1
Post_1608,#Fitness,Australia,3418348,292153,51497,30601,Low,False,False,False,False,True,False,False,False,1
Post_1609,#Fitness,Brazil,1057426,357002,30426,49349,Low,False,False,False,True,False,False,False,False,1
Post_1610,#Dance,Canada,685984,84562,38364,24145,High,False,False,False,False,False,False,False,False,0
Post_1611,#Fashion,Australia,4914854,366072,63088,10841,Low,True,False,False,False,True,False,False,False,1
Post_1612,#Education,Brazil,2341476,187857,88914,17369,High,False,False,False,False,False,False,False,False,0
Post_1613,#Education,USA,4473721,373738,40435,43313,Medium,False,False,False,False,False,True,False,False,1
Post_1614,#Challenge,Germany,365562,250857,19167,2672,High,False,True,False,False,True,False,False,False,1
Post_1615,#Viral,Germany,155818,50777,5658,26194,Medium,False,False,False,True,False,False,False,False,0
Post_1616,#Dance,Brazil,659447,306375,16542,10073,Medium,False,False,True,False,False,False,True,False,1
Post_1617,#Fitness,India,1876999,457119,16393,27762,Medium,False,False,False,False,False,True,False,False,1
Post_1618,#Education,UK,55629,280770,79724,33789,Medium,False,False,False,False,False,True,False,False,1
Post_1619,#Fitness,Japan,1247095,384412,9221,18983,Low,True,False,False,False,False,False,False,True,1
Post_1620,#Fashion,India,1775119,140839,55814,25850,Medium,True,False,False,False,True,False,False,False,0
Post_1621,#Fitness,USA,857952,53166,31496,36051,High,False,True,False,False,False,False,True,False,0
Post_1622,#Tech,Canada,2209389,482782,60115,41459,Low,False,True,False,False,False,False,False,True,1
Post_1623,#Fashion,Brazil,4955538,432781,10972,2387,Low,False,True,False,False,False,False,True,False,1
Post_1624,#Music,UK,1259132,34868,47819,39976,Medium,False,True,False,True,False,False,False,False,0
Post_1625,#Tech,Brazil,4003118,146736,23416,41111,Medium,False,False,False,False,False,False,False,True,0
Post_1626,#Gaming,India,1904319,477329,16741,13594,Low,False,True,False,False,False,True,False,False,1
Post_1627,#Education,Canada,4582495,64321,94120,12939,Low,False,True,False,False,False,False,True,False,0
Post_1628,#Fitness,Brazil,1707223,69921,5348,27889,Low,True,False,False,False,False,True,False,False,0
Post_1629,#Tech,USA,1451710,486379,30071,10948,High,True,False,False,False,False,True,False,False,1
Post_1630,#Dance,USA,2110402,189604,40737,13834,High,False,True,False,False,True,False,False,False,0
Post_1631,#Dance,Canada,4745366,432269,60416,6857,High,False,True,False,True,False,False,False,False,1
Post_1632,#Tech,USA,2049721,268966,85659,5658,High,True,False,False,False,False,True,False,False,1
Post_1633,#Dance,India,4646660,449894,57521,37427,High,False,False,True,False,False,False,False,False,1
Post_1634,#Gaming,India,2479459,142403,78204,9039,High,False,True,False,False,False,True,False,False,0
Post_1635,#Challenge,Australia,1888760,461087,43011,22628,High,True,False,False,False,False,False,False,True,1
Post_1636,#Gaming,Japan,261709,433301,20171,13866,High,False,False,True,False,False,False,False,True,1
Post_1637,#Challenge,India,2812314,74309,1044,11855,High,False,True,False,False,False,False,True,False,0
Post_1638,#Dance,Germany,3497312,27448,94037,20054,Low,False,False,True,False,False,True,False,False,0
Post_1639,#Tech,Canada,731918,405408,33684,24680,High,False,True,False,False,False,False,True,False,1
Post_1640,#Viral,USA,2000395,191198,63578,6326,Medium,False,True,False,False,False,False,False,False,0
Post_1641,#Challenge,Canada,2940659,29714,29002,45381,Medium,True,False,False,True,False,False,False,False,0
Post_1642,#Viral,Germany,2734409,357486,35102,40977,Low,True,False,False,False,False,False,False,True,1
Post_1643,#Tech,Germany,4562050,48226,85609,32371,Low,False,True,False,False,False,False,False,False,0
Post_1644,#Music,India,4855797,70587,33841,28587,High,True,False,False,False,False,False,False,True,0
Post_1645,#Fitness,Canada,3399334,231513,21754,40671,Low,False,True,False,False,True,False,False,False,0
Post_1646,#Fashion,Australia,2149093,4283,97823,25162,Medium,False,False,False,True,False,False,False,False,0
